division,grupo,articulo,monto,porcentaje
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,TORTILLA-BOCADILLOS P/UNIDAD,291250693.68574,6.3e-05
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,VERDURAS RELLENAS P/UNIDAD (ZAPALLITOS-TOMATES-AJI,91860350.8341,2.0e-05
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,PASTAS POR PORCION,1497646328.60824,0.000324
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,OTRAS COMIDAS PARA CONSUMIR,2785727353.45748,0.000603
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,POSTRES VARIOS POR PORCION,223466512.9674,4.8e-05
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,POSTRE POR UNIDAD,2391802377.77192,0.000518
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,SALADITOS PARA COPETIN ENASADOS,1752239164.38671,0.000379
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,SALAD.P/COP SUELTOS,680929886.83702,0.000147
ALIMENTOS Y BEBIDAS,Alimentos preparados y listos para cons.,SANDWICH DE MIGA POR UNIDAD,6146953931.16727,0.001331
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,AGUA MINERAL ENVASE PLASTICO POR UNIDAD,2827886918.48712,0.000612
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,AGUA MINERAL EN ENVASE DE VIDRIO,1442687557.88302,0.000312
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,BEBIDAS GASEOSAS ENVASE BOTELLA,46703582847.6539,0.01011
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,GASEOSA EN ENVASE DE LATA,57704690.091,1.2e-05
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,GASEOSA EN ENVASE DE PLASTICO,66987249.29584,1.5e-05
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,JUGO PARA TOMAR SIN DILUIR,11008098071.1375,0.002383
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,PULPAS,456611032.57087,9.9e-05
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,REFRESCOS (FRUTAS Y COLAS),3151410936.66548,0.000682
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,OTROS (POLVOS- ETC),3643425276.81095,0.000789
ALIMENTOS Y BEBIDAS,Bebidas no alcoholicas,SODA POR UNIDAD,20887715051.8754,0.004522
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,CERVEZA COMUN ENVASADA,5172029970.19252,0.00112
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,CERVEZA ESPECIAL ENVASADA,1148966068.06626,0.000249
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,VERMOUTH.,2012279233.32867,0.000436
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,OTROS APERITIVOS (FERNET-PINERAL- FERROQUINA),1382108654.36283,0.000299
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,SIDRA.,1960074443.55733,0.000424
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,VINO COMUN.,50181197500.5748,0.010863
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,VINO RESERVA.,9038750409.24162,0.001957
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,VINOS DULCES ESPUMANTES (MOSCATO- OPORTO),242984985.359,5.3e-05
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,VINO DULCE ESPUMANTE (ASTI-CHIANT- CHAMPAGNE),301621243.10372,6.5e-05
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,WHISKY BOTELLA,2948344455.9961,0.000638
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,LICORES BOTELLA,500101970.2829,0.000108
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,AGUARDIENTES-CASTAÑAS-GRAPAS POR UNIDAD,44168160.28905,1.0e-05
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,COÑAC-RHUM,743729073.97015,0.000161
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,GINEBRA-GIN-VODCKA,681339464.22159,0.000147
ALIMENTOS Y BEBIDAS,Bebidas alcoholicas,OTRAS BEBIDAS,340570754.89082,7.4e-05
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,BAR O COMEDOR EN EL LUGAR DE TRABAJO O ESTUDIO,46751650175.1711,0.01012
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,BAR-PIZZERIA-CONFITERIA-CON MESAS,22505405993.1092,0.004872
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,RESTAURANTE CON MATEL Y SERVILLETAS,22914286652.5451,0.00496
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,MOSTRADOR AL PASO,10591791549.0897,0.002293
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,DESAYUNO EN BAR O COMEDOR EN EL LUGAR DE TRABAJO O,3320530053.93907,0.000719
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,DESAYUNO EN BAR-PIZZERIA-CONFITERIA CON MESA,2001424739.93639,0.000433
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,DESAYUNO EN RESTAURANTE CON MANTEL Y SERVILLETAS,112468694.47705,2.4e-05
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,DESAYUNO MOSTRADOR AL PASO,440616784.25463,9.5e-05
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,REFRIGERIO EN BAR O COMEDOR EN EL LUGAR DE TRABAJO,15187232449.535,0.003288
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,REFRIGERIO EN BAR-PIZZERIA-CONFITERIA-CON MESAS,8824945234.41974,0.00191
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,REFRIGERIO EN RESTC/MANTEL Y SERVILLETAS,763683115.59897,0.000165
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,REFRIGERIO MOSTRADOR AL  PASO,6937436446.95116,0.001502
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,ALM.O CENA EN ESPARC.BAR O COMEDOR EN LUGAR DE TRA,843963534.40409,0.000183
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,ALM.O CENA EN ESPARC.BAR-PIZZERIA-CONFITERIA CON M,10536899908.5942,0.002281
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,ALM.O CENA EN ESP.REST.C/MANTEL Y SERVILLETAS,33924651267.9935,0.007344
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,ALM.O CENA EN ESP. MOSTRADOR AL PASO,2008751751.69101,0.000435
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,DESAYUNO EN ESP. EN BAR O COMERDOR EN EL LUGAR DE,177669224.4384,3.8e-05
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,DESAYUNO EN ESP.BAR-PIZZ-CONFITERIA CON MESAS,581168545.92495,0.000126
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,DESAYUNO EN ESP.RESTAUR.C/MANTEL Y SERVILLETAS,9434536.862,2.0e-06
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,DESAYUNO EN ESP.DESAYUNO MOSTRADOR AL PASO,98610131.5906,2.1e-05
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,REFRIGERIO ESP.EN BAR O COMEDOR EN EL LUGAR DE TRA,2310934297.741,0.0005
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,REFRIGERIO ESP.EN BAR-PIZZ-CONFITERIA CON MESAS,11857475036.7179,0.002567
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,REFRIGERIO ESP.EN RESTAUR.C/MATEL Y SERVILLETAS,1944632246.88149,0.000421
ALIMENTOS Y BEBIDAS,Alimentos y bebidas fuera del hogar,REFRIGERIO ESP.EN MOSTRADOR AL PASO,7211886302.57976,0.001561
INDUMENTARIA Y CALZADO,Indumentaria,GABAN,200146139.76,4.3e-05
INDUMENTARIA Y CALZADO,Indumentaria,IMPERMEABLE,430218044.4,9.3e-05
INDUMENTARIA Y CALZADO,Indumentaria,SOBRETODO,4029796661.91,0.000872
INDUMENTARIA Y CALZADO,Indumentaria,OTROS ABRIGOS P/HOMBRE Y NIÑO,715761258.92,0.000155
INDUMENTARIA Y CALZADO,Indumentaria,CAMISA DE VESTIR DE HOMBRE.,21245943390.45,0.004599
INDUMENTARIA Y CALZADO,Indumentaria,CAMPERA DE HOMBRE (VERANO Y INVIERNO),14693378692.027,0.003181
INDUMENTARIA Y CALZADO,Indumentaria,EQUIPO PARA DEPORTE,6211963686.078,0.001345
INDUMENTARIA Y CALZADO,Indumentaria,GUARDAPOLVO-DELANTAL,889186468.4,0.000192
INDUMENTARIA Y CALZADO,Indumentaria,PANTALON VAQUERO,16948979405.5332,0.003669
INDUMENTARIA Y CALZADO,Indumentaria,PANTALON CLASICO DE HOMBRE (VERANO Y INVIERNO),17970349609.7452,0.00389
INDUMENTARIA Y CALZADO,Indumentaria,POLERA-REMERA-(VERANO Y INVIERNO),8781533828.2179,0.001901
INDUMENTARIA Y CALZADO,Indumentaria,PULLOVER-BUZO-CHALECO,8865348421.2825,0.001919
INDUMENTARIA Y CALZADO,Indumentaria,OVEROL-MAMELUCO,331452172.721,7.2e-05
INDUMENTARIA Y CALZADO,Indumentaria,SACO SPORT BLASER (VERANO O INVIERNO),6264108462.3758,0.001356
INDUMENTARIA Y CALZADO,Indumentaria,TRAJE-AMBO (VERANO O INVIERNO),10586620945.151,0.002292
INDUMENTARIA Y CALZADO,Indumentaria,TRAJE DE BAÑO- SHORT- BERMUDA,1973972374.9596,0.000427
INDUMENTARIA Y CALZADO,Indumentaria,OTROS VESTIMENTA EXTERIOR PARA HOMBRE Y NIÑO DE 10,816613653.958,0.000177
INDUMENTARIA Y CALZADO,Indumentaria,CALZONCILLO DE HOMBRE.,3110405147.247,0.000673
INDUMENTARIA Y CALZADO,Indumentaria,CAMISETA DE HOMBRE.(VERANO O INVIERNO),1495090861.6149,0.000324
INDUMENTARIA Y CALZADO,Indumentaria,MEDIAS DE HOMBRE. (VERANO O INVIERNO),2571292814.9698,0.000557
INDUMENTARIA Y CALZADO,Indumentaria,PIJAMA DE HOMBRE (VERANO O INVIERNO),1163516892.734,0.000252
INDUMENTARIA Y CALZADO,Indumentaria,OTRA VEST.INT.P/HOMBRE Y NIÑO,165401042.22,3.6e-05
INDUMENTARIA Y CALZADO,Indumentaria,BLASER-SACON,3947183030.875,0.000854
INDUMENTARIA Y CALZADO,Indumentaria,IMPERMEABLE P/MUJER Y NIÑA MAYOR DE 10 AÑOS,70734063.06,1.5e-05
INDUMENTARIA Y CALZADO,Indumentaria,PONCHO-CAPA P/MUJER Y NIÑA MAYOR DE 10 AÑOS,100867599.21,2.2e-05
INDUMENTARIA Y CALZADO,Indumentaria,TAPADO,2062352241.87,0.000446
INDUMENTARIA Y CALZADO,Indumentaria,OTROS ABRIGOS P/MUJER Y NIÑA MAYOR 10 AÑOS,2654289400.435,0.000575
INDUMENTARIA Y CALZADO,Indumentaria,BLUSA-CAMISA DE MUJER.(VERANO O INVIERNO),16187764156.546,0.003504
INDUMENTARIA Y CALZADO,Indumentaria,CAMPERA DE MUJER,6956528047.582,0.001506
INDUMENTARIA Y CALZADO,Indumentaria,EQUIPO PARA DEPORTE DE MUJER.,6867893945.13,0.001487
INDUMENTARIA Y CALZADO,Indumentaria,GUARDAPOLVO-DELANTAL P/MUJ.Y NIÑA,1149685210.438,0.000249
INDUMENTARIA Y CALZADO,Indumentaria,JUMPER,655877947.652,0.000142
INDUMENTARIA Y CALZADO,Indumentaria,OVEROL-MAMELUCO P/MUJER NIÑA,514889960.6,0.000111
INDUMENTARIA Y CALZADO,Indumentaria,PANTALON DE VAQUERO DE MUJER.,7812153853.239,0.001691
INDUMENTARIA Y CALZADO,Indumentaria,PANTALON DE MUJER (VERANO O INVIERNO),12015407950.4234,0.002601
INDUMENTARIA Y CALZADO,Indumentaria,POLERA- REMERA (VERANO O INVIERNO),7763990102.2892,0.001681
INDUMENTARIA Y CALZADO,Indumentaria,POLLERA (VERANO O INVIERNO),9571661365.397,0.002072
INDUMENTARIA Y CALZADO,Indumentaria,PULLOVER-BUZO-SACO,11960871409.655,0.002589
INDUMENTARIA Y CALZADO,Indumentaria,SHORT-BERMUDA P/MUJER Y NIÑA,426866859.345,9.2e-05
INDUMENTARIA Y CALZADO,Indumentaria,TRAJE DE BAÑO DE MUJER.,1798284504.5045,0.000389
INDUMENTARIA Y CALZADO,Indumentaria,TRAJE P/MUJER Y NIÑA MAYOR 10 (VERANO O INVIERNO),4601099539.6156,0.000996
INDUMENTARIA Y CALZADO,Indumentaria,VESTIDO (VERANO O INVIERNO).,7366856954.8631,0.001595
INDUMENTARIA Y CALZADO,Indumentaria,OTRA VESTIMENTA EXT.P/MUJER Y NIÑA,2141051890.866,0.000463
INDUMENTARIA Y CALZADO,Indumentaria,BOMBACHA.,2634759288.0716,0.00057
INDUMENTARIA Y CALZADO,Indumentaria,CAMISETA P/MUJER Y NIÑA,327203447.1616,7.1e-05
INDUMENTARIA Y CALZADO,Indumentaria,CAMISON PIJAMA (VERANO O INVIERNO),2027042200.0395,0.000439
INDUMENTARIA Y CALZADO,Indumentaria,COMBINACION-ENAGUA,246954524.36,5.3e-05
INDUMENTARIA Y CALZADO,Indumentaria,CORPIÑO.,1892685415.565,0.00041
INDUMENTARIA Y CALZADO,Indumentaria,MEDIAS DE MUJER.,3642434200.7302,0.000788
INDUMENTARIA Y CALZADO,Indumentaria,SALTO DE CAMA,619422874.5386,0.000134
INDUMENTARIA Y CALZADO,Indumentaria,ZOQUETES P/MUJER Y NIÑA MAYOR DE 10 AÑOS,85622876.656,1.9e-05
INDUMENTARIA Y CALZADO,Indumentaria,OTRA VEST.INT.P/MUJER Y NIÑA,1089602859.2827,0.000236
INDUMENTARIA Y CALZADO,Indumentaria,BLASER-GABAN P/NIÑOS MENORES DE 10 AÑOS,694294500.05,0.00015
INDUMENTARIA Y CALZADO,Indumentaria,IMPERMEABLE-CAPA,30307054.47,7.0e-06
INDUMENTARIA Y CALZADO,Indumentaria,MANTILLA PARA BEBE,85603529.66,1.9e-05
INDUMENTARIA Y CALZADO,Indumentaria,PONCHO- CAPA,99857281.63,2.2e-05
INDUMENTARIA Y CALZADO,Indumentaria,OTROS ABRIGOS P/NIÑO MENOR DE 10 AÑOS,874884416.283,0.000189
INDUMENTARIA Y CALZADO,Indumentaria,CAMISA- BLUSA (VERANO O INVIERNO),1798754857.482,0.000389
INDUMENTARIA Y CALZADO,Indumentaria,CAMPERA DE NIÑO (VERANO O INVIERNO),1583327527.129,0.000343
INDUMENTARIA Y CALZADO,Indumentaria,ENTERITO-OSITO (VERANO O INVIERNO),2585053186.4225,0.00056
INDUMENTARIA Y CALZADO,Indumentaria,EQUIPO PARA DEPORTE,6167334368.0504,0.001335
INDUMENTARIA Y CALZADO,Indumentaria,GUARDAPOLVO-DELANTAL,2005491055.97,0.000434
INDUMENTARIA Y CALZADO,Indumentaria,OVEROL-MAMELUCO P/NIÑO,240569476.8985,5.2e-05
INDUMENTARIA Y CALZADO,Indumentaria,PANTALON VAQUERO,2297223765.6612,0.000497
INDUMENTARIA Y CALZADO,Indumentaria,PANTALON PARA NIÑO (VERANO O INVIERNO),2839560477.903,0.000615
INDUMENTARIA Y CALZADO,Indumentaria,POLERA- REMERA (VERANO O INVIERNO),2558886326.533,0.000554
INDUMENTARIA Y CALZADO,Indumentaria,POLLERA (VERANO O INVIERNO),442311131.7524,9.6e-05
INDUMENTARIA Y CALZADO,Indumentaria,PULLOVER-BUZO- CHALECO,1893381034.6475,0.00041
INDUMENTARIA Y CALZADO,Indumentaria,SHORT-BERMUDA P/NIÑO,530276967.0443,0.000115
INDUMENTARIA Y CALZADO,Indumentaria,TRAJECITO-JARDINERO (VERANO O INVIERNO),1250614387.881,0.000271
INDUMENTARIA Y CALZADO,Indumentaria,TRAJE DE BAÑO,216437313.49,4.7e-05
INDUMENTARIA Y CALZADO,Indumentaria,VESTIDO JUMPER PARA NIÑA (VERANO O INVIERNO),2463685361.385,0.000533
INDUMENTARIA Y CALZADO,Indumentaria,OTRA VEST.EXT.P/NIÑO MENOR DE 10 AÑOS Y BEBES,1805591152.7939,0.000391
INDUMENTARIA Y CALZADO,Indumentaria,BATITA.(VERANO O INVIERNO),642780391.237,0.000139
INDUMENTARIA Y CALZADO,Indumentaria,BOMBACHA.(VERANO O INVIERNO),653628856.3394,0.000141
INDUMENTARIA Y CALZADO,Indumentaria,BOMBACHA IMPERMEABLE (VERANO O INVIERNO),177701214.817,3.8e-05
INDUMENTARIA Y CALZADO,Indumentaria,CALZONCILLO (VERANO O INVIERNO),363186044.3134,7.9e-05
INDUMENTARIA Y CALZADO,Indumentaria,CAMISETA DE NIÑO (VERANO O INVIERNO),745311166.6082,0.000161
INDUMENTARIA Y CALZADO,Indumentaria,ESCARPINES,24830184.624,5.0e-06
INDUMENTARIA Y CALZADO,Indumentaria,MEDIAS DE NIÑO.,1644867134.5282,0.000356
INDUMENTARIA Y CALZADO,Indumentaria,PAÑAL-CHIRIPA,950648305.3699,0.000206
INDUMENTARIA Y CALZADO,Indumentaria,PIJAMA DE NIÑO (VERANO O INVIERNO),747209947.859,0.000162
INDUMENTARIA Y CALZADO,Indumentaria,OTRA VESTIMENTA INTERIOR PARA NIÑO MENORES DE 10 A,339820838.682,7.4e-05
INDUMENTARIA Y CALZADO,Calzado,BOTAS- BOTINES DE CUERO PHOMBRE Y NIÑO MAYORES DE,1241087607.34,0.000269
INDUMENTARIA Y CALZADO,Calzado,BOTAS-BOTINES DE GOMA,149373650.475,3.2e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS BOTAS Y BOTINES,139913621.67,3.0e-05
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE CUERO,178267885.588,3.9e-05
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE GOMA,514258978.9199,0.000111
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE TELA,104608118.955,2.3e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS CHINELAS Y OJOTAS,203325494.514,4.4e-05
INDUMENTARIA Y CALZADO,Calzado,SANDALIAS DE CUERO,192466013.11,4.2e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS SANDALIAS,144645998.582,3.1e-05
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE CUERO,7030407317.4345,0.001522
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE TELA,9270311719.3755,0.002007
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE SUELA DE SOGA,268661403.535,5.8e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS ZAPATILLAS,843807629.958,0.000183
INDUMENTARIA Y CALZADO,Calzado,ZAPATO ACORDONADOS,2243194385.753,0.000486
INDUMENTARIA Y CALZADO,Calzado,ZAPATO MOCASIN,6126793000.7003,0.001326
INDUMENTARIA Y CALZADO,Calzado,OTROS ZAPATOS P/HOMBRE Y NIÑOS MAYOR DE 10 AÑOS,2505941993.858,0.000542
INDUMENTARIA Y CALZADO,Calzado,BOTA-BOTITAS DE CUERO PMUJER Y NIÑAS MAYOR DE 10,6440587358.8667,0.001394
INDUMENTARIA Y CALZADO,Calzado,BOTAS-BOTITAS DE GOMA,699279198.5725,0.000151
INDUMENTARIA Y CALZADO,Calzado,BOTAS-BOTITAS DE PLASTICO,441648564.73,9.6e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS BOTAS Y BOTITAS,583580769.68,0.000126
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE CUERO,868198429.772,0.000188
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE GOMA,536858612.974,0.000116
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE TELA,270603033.402,5.9e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS CHINELAS Y OJOTAS,319258107.33,6.9e-05
INDUMENTARIA Y CALZADO,Calzado,SANDALIAS-ZUECOS DE SPORT,2464002608.956,0.000533
INDUMENTARIA Y CALZADO,Calzado,SANDALIAS-ZUECOS DE VESTIR,1581867591.406,0.000342
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE CUERO,3179346545.23,0.000688
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE LONA,6328036908.731,0.00137
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE SUELA DE SOGA,173821654.976,3.8e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS ZAPATILLAS,643414167.923,0.000139
INDUMENTARIA Y CALZADO,Calzado,ZAPATO SPORT.,8306416834.355,0.001798
INDUMENTARIA Y CALZADO,Calzado,ZAPATO DE VESTIR.,12092968132.944,0.002618
INDUMENTARIA Y CALZADO,Calzado,BOTAS-BOTITAS DE CUERO P/NIÑOS MENORES DE 10 AÑOS,682737203.965,0.000148
INDUMENTARIA Y CALZADO,Calzado,BOTAS- BOTITAS DE GOMA,308351452.651,6.7e-05
INDUMENTARIA Y CALZADO,Calzado,BOTAS-BOTITAS DE PLASTICO,149796101.325,3.2e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS BOTAS Y BOTITAS,238312291.915,5.2e-05
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE CUERO,19299880.364,4.0e-06
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE GOMA,132848798.414,2.9e-05
INDUMENTARIA Y CALZADO,Calzado,CHINELAS-OJOTAS DE TELA,78319085.52,1.7e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS CHINELAS Y OJOTAS,77414707.0,1.7e-05
INDUMENTARIA Y CALZADO,Calzado,SANDALIA DE CUERO,607809501.97,0.000132
INDUMENTARIA Y CALZADO,Calzado,OTRAS SANDALIAS,480627244.344,0.000104
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE CUERO,3635567479.1486,0.000787
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE TELA,6322632495.6272,0.001369
INDUMENTARIA Y CALZADO,Calzado,ZAPATILLAS DE SUELA DE SOGA,128757748.555,2.8e-05
INDUMENTARIA Y CALZADO,Calzado,OTRAS ZAPATILLAS,541618475.315,0.000117
INDUMENTARIA Y CALZADO,Calzado,ZAPATO ACODONADOS,1382954220.076,0.000299
INDUMENTARIA Y CALZADO,Calzado,ZAPATO GUILLERMINA,1571420703.236,0.00034
INDUMENTARIA Y CALZADO,Calzado,ZAPATO MOCASIN,967745047.873,0.000209
INDUMENTARIA Y CALZADO,Calzado,OTROS ZAPATOS PARA NIÑO MENOR 10 AÑOS,1241783188.974,0.000269
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",BILLETERA P/HOMBRE Y NIÑO MAYOR DE 10 AÑOS,84500317.169,1.8e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",BUFANDA-CHALINA-PAÑUELO P/HOM.,205821778.119,4.5e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",CINTURON,752119901.665,0.000163
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",CORBATA,737828018.2125,0.00016
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",GUANTES,439355377.53,9.5e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",PAÑUELO DE MANO,352263102.2503,7.6e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",SOMBRERO-GORRA-BOINA,96877844.6476,2.1e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",OTROS ACC.DE VEST.P/HOMB.Y NIÑOS MAYORES 10 AÑOS,221325234.81,4.8e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",BILLETERA P/MUJER Y NIÑA MAYOR DE 10 AÑOS,183947182.24,4.0e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",BUFANDA-CHALINA-PAÑUELO,273814161.655,5.9e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",CARTERA- BOLSO,2535685928.621,0.000549
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",CINTURON,1048961685.928,0.000227
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",GUANTES,52040989.168,1.1e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",PAÑUELO DE MANO,151973265.0935,3.3e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",SOMBRERO-GORRO-BOINA,30218790.725,7.0e-06
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",OTROS ACC.VEST.P/MUJER Y NIÑA MAYOR DE 10 AÑOS,103336242.8891,2.2e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",BABERO.,84203258.529,1.8e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",BUFANDA,38702628.18,8.0e-06
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",CINTURON,138576866.881,3.0e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",CORBATA,146294493.421,3.2e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",GUANTES-MITONES,141991649.98,3.1e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",SOMBRERO-GORRA-BOINA,72052693.212,1.6e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",OTROS ACCES.P/NIÑOS MENORES DE 10 AÑOS Y BEBES,53085647.7255,1.1e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",ALGODON CON O SIN MEZCLA,7918193636.1578,0.001714
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",LANA CON O SIN MEZCLA,1622909400.9846,0.000351
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",SINTETICO PURO,1700511108.7988,0.000368
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",OTRAS TELAS,1574368248.602,0.000341
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",FIBRA SINTETICA,423543945.5577,9.2e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",HILO,758720744.40266,0.000164
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",LANA PURA,2758948903.06462,0.000597
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",LANA CON MEZCLA,1478826767.513,0.00032
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",OTROS HILADOS PARA TEJER,91226869.4621,2.0e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",AGUJA- ALFILERES,259210282.0982,5.6e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",BOTONES Y BROCHES,243333118.0688,5.3e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",CIERRE,281428001.6222,6.1e-05
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",HILO PARA COSER,462229758.3885,0.0001
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",OTROS ACCESORIOS DE COSTURA,864741168.60915,0.000187
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",MODISTA- SASTRE (HECHURA),5060503233.633,0.001095
INDUMENTARIA Y CALZADO,"Telas, accesorios y servicios",REPARACION DE CALZADO.,5035641084.4947,0.00109
