division,grupo,clase,subclase,articulo,monto,porcentaje
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Leche,Leche en polvo entera o descremada,19824362.455,0.001409
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Leche,Leche larga vida descremada,3392393.582,0.000241
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Leche,Leche larga vida entera,14054598.934,0.000999
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Leche,Leches preparadas con aditamentos,2936950.009,0.000209
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Leche,Otras leches fluidas,286319.026,2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Leche,Surtidos de leche,239850.259,1.7e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos",Crema de leche,9523180.63099999,0.000677
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos",Dulce de leche,10516841.702,0.000747
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos","Leche cultivada, fermentada",7745125.901,0.00055
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos",Manteca,19938078.664,0.001417
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos",Postres lácteos,12389262.426,0.00088
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos",Ricota,1961047.852,0.000139
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos",Surtidos de productos lácteos,55742.448,4e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos",Yogur con aditamentos,6772172.16799999,0.000481
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos","Manteca, yogur y otros productos lácteos",Yogur natural o saborizado,65058003.69,0.004623
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Muzzarella,5665104.574,0.000403
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Otros quesos,2220555.948,0.000158
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso crema,14467690.13,0.001028
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso de máquina,19886234.811,0.001413
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso doble crema - cuartirolo,74363129.8589998,0.005284
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso fontina - gouda - chubut - edan - fymbo,4006432.722,0.000285
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso fundido,1866390.189,0.000133
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso para rallar,17689639.796,0.001257
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso paté-gras - mar del plata,5762027.348,0.000409
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso port salut,10441493.619,0.000742
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Queso rallado,16165981.58,0.001149
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Queso,Surtidos de quesos,2506315.802,0.000178
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Carne vacuna asada/spiedo,4542823.666,0.000323
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Comidas en base a carnes,11318779.748,0.000804
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Comidas en base a pastas,8967622.566,0.000637
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Comidas en base a pescado,1756343.084,0.000125
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Comidas en base a verduras y tubérculos,4357849.319,0.00031
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Empanadas y tartas,40669518.723,0.00289
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Ensaladas varias,3226926.572,0.000229
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,"Milanesa de carne, suprema",8995789.114,0.000639
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Otras comidas listas para consumir,23510590.646,0.001671
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,"Otro tipo de sandwiches (lomitos, hamburguesas, milanesas, panchos, jamón y queso, etc.)",26088040.187,0.001854
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Pizza- fainá- fugazza,34970371.35,0.002485
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Pollo asado/spiedo,20840280.928,0.001481
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,Postres,2562258.415,0.000182
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Comidas listas para consumir,"Sandwiches de miga (simple, triple)",13553782.621,0.000963
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Gastos no discriminados en alimentos,Gastos en alimentos,7771421.089,0.000552
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Ají molido,308410.534,2.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Comino,359259.625,2.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Orégano,1422589.554,0.000101
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Otras especias,2837665.804,0.000202
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Pimentón,1355125.693,9.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Pimienta,997026.81,7.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Sal fina,4823620.58900001,0.000343
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Sal gruesa,1639018.53,0.000116
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Sal y especias,Surtidos de sal y especias,728356.102,5.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Salsas y Condimentos,Ketchup,770853.905,5.5e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Salsas y Condimentos,Mayonesa,16673264.405,0.001185
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Salsas y Condimentos,Mostaza,1917942.287,0.000136
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Salsas y Condimentos,Otros aderezos y condimentos,215627.155,1.5e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Salsas y Condimentos,Salsa en base a tomate,2845868.441,0.000202
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Salsas y Condimentos,Salsas varias,514238.892,3.7e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Salsas y Condimentos,Surtidos de salsas y condimentos,172061.06,1.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,Salsas y Condimentos,"Vinagre, aceto balsámico",3311082.603,0.000235
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura",Alimentos preparados para niños y bebés,157266.179,1.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura",Caldos concentrados,8162510.56100002,0.00058
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura","Chizitos, papas fritas, palitos (snacks)",9618952.553,0.000684
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura",Levadura,2797843.246,0.000199
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura",Polvo para hornear,180420.733,1.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura","Polvos para bizcochuelo, tortas, scones",2168122.006,0.000154
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura",Polvos para postres y helados,6597050.92699999,0.000469
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura",Productos para repostería,766348.451,5.4e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura",Sopas concentradas,3425510.376,0.000243
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Otros Alimentos,"Sopas, preparaciones para postres y levadura","Surtidos de sopas, preparaciones para postres y levadura",123446.292,9e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Arroz blanco,39774139.871,0.002826
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Arroz integral,822030.14,5.8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Avena,1243665.479,8.8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Cereales en grano,2467587.336,0.000175
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Cereales inflados,5857173.835,0.000416
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Féculas,1103748.123,7.8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Harina de maíz,6046529.753,0.00043
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Harina de trigo,24454762.974,0.001738
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Mezcla de cereales y fibras o frutas,421048.518,3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales","Mezcla de harina para pizza, ñoquis, torta frita",587631.894,4.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Otras harinas,494815.878,3.5e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Otros arroces con aditamentos,365924.109,2.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Surtidos de harinas,6709.72,0
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,"Harinas, arroz y cereales",Sémola y semolín,1121470.229,8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Canelones,1089167.382,7.7e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Empanadas preparadas sin cocinar,348191.167,2.5e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Fideos frescos,9237541.779,0.000656
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Fideos secos,58771906.1449999,0.004176
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,"Otras pastas frescas rellenas,  tortelletis,  fideos rellenos, panzzotis, agnolottis, capellettis, etc..",4641156.109,0.00033
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Otros alimentos semipreparados en base a pastas,445109.211,3.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Pastas deshidratadas con y sin relleno,1432955.177,0.000102
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Pizzas preparadas sin cocinar,2446326.76,0.000174
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Pre-pizza,11895101.696,0.000845
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Ravioles frescos,24820153.668,0.001764
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Surtidos de pastas,616186.56,4.4e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,"Tapas frescas para canelones, panqueques, lasagnas, etc..",463639.33,3.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Tapas frescas para empanadas y pastelitos,9832240.594,0.000699
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Tapas frescas para tartas,7962654.68799999,0.000566
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Tartas preparadas sin cocinar,169502.302,1.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Pastas,Ñoquis frescos,2773435.586,0.000197
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Facturas y churros,33637100.407,0.00239
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,"Galletas, grisines y tostadas",8024391.80899999,0.00057
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Galletitas de agua envasada,31470769.695,0.002236
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Galletitas de agua sueltas,2985836.451,0.000212
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Galletitas de otro tipo,7992196.247,0.000568
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Galletitas dulces envasadas,43574668.9419999,0.003096
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Galletitas dulces sueltas,3717121.799,0.000264
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Masas secas o finas,3457966.26,0.000246
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Otros productos de panadería y repostería,2848833.635,0.000202
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Pan envasado en rebanadas blanco,10001702.132,0.000711
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Pan envasado en rebanadas integral,5862005.87400001,0.000417
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Pan integral fresco en piezas,3724013.452,0.000265
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Pan para hamburguesas - pebetes - panchos,6422014.18099999,0.000456
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Pan rallado,8545366.952,0.000607
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Pan tipo francés fresco en piezas,197183388.256,0.014011
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Panes y panecillos frescos de otro tipo,14677502.18,0.001043
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Panes y panecillos precocidos y congelados,304501.404,2.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,Surtidos de productos de panadería y pastelería,2634755.168,0.000187
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pan y cereales,Productos de panadería y pastelería,"Tortas, tartas, pan dulce",24196053.818,0.001719
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,Pescados y mariscos en conserva,Atún en conserva,10489058.542,0.000745
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,Pescados y mariscos en conserva,Caballa en conserva,2477863.089,0.000176
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,Pescados y mariscos en conserva,Filet de anchoas,322509.761,2.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,Pescados y mariscos en conserva,Mariscos en conserva,171540.674,1.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,Pescados y mariscos en conserva,Otras conservas de pescado,276930.105,2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,Pescados y mariscos en conserva,Sardinas en conserva,1070818.164,7.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,Pescados y mariscos en conserva,Surtidos de pescados y mariscos en conserva,111353.574,8e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados","Almejas, berberechos, mejillones, cholgas, vieiras",162759.472,1.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Atún - lomo de atún- salmón- congrio,3044221.421,0.000216
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Brótola- lenguado,715928.414,5.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Calamares,475648.155,3.4e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Filet preparado para cocinar,954290.056,6.8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Langostinos y camarones,265869.946,1.9e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Merluza,19829775.768,0.001409
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Otros mariscos,189416.247,1.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Otros pescados de mar,1522897.933,0.000108
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Otros pescados de río,3557235.759,0.000253
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Pejerrey,1072058.8,7.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Semipreparados congelados en base a pescado y mariscos,1619647.675,0.000115
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados","Surtidos de pescados y mariscos frescos, congelados y semipreparados",2918763.589,0.000207
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Pescados y mariscos,"Pescados y mariscos frescos, congelados o semipreparados",Surubí,714090.594,5.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres frescos o congelados",Acelga fresca,7227205.82200001,0.000514
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres frescos o congelados",Ajo,3867283.002,0.000275
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres frescos o congelados",Ají fresco,11431314.102,0.000812
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres frescos o congelados","Albahaca, perejil fresco",1665060.792,0.000118
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres frescos o congelados",Alcauciles,482340.546,3.4e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres frescos o congelados","Apio, hinojo fresco",1336987.089,9.5e-05
